"REF_DATE","GEO","DGUID","Criminal Justice System","Key indicators","Sex of accused","Offences","Statistics","Fiscal quarters","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276963215","5.2.2.1.28.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963271","5.2.2.1.33.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963271","5.2.2.1.33.2.3","7.8","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963271","5.2.2.1.33.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276963271","5.2.2.1.33.2.3","","..","","","1"
"2019/2020","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963313","5.2.2.1.36.2.3","","..","","","1"
"2020/2021","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963313","5.2.2.1.36.2.3","-33.7","","","","1"
"2021/2022","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963313","5.2.2.1.36.2.3","","..","","","1"
"2022/2023","Quebec","2016A000224","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276963313","5.2.2.1.36.2.3","","..","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964473","6.1.2.1.1.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964473","6.1.2.1.1.2.3","-35.9","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964473","6.1.2.1.1.2.3","47.0","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276964473","6.1.2.1.1.2.3","-0.7","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964563","6.1.2.1.4.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964563","6.1.2.1.4.2.3","-30.1","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964563","6.1.2.1.4.2.3","52.3","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276964563","6.1.2.1.4.2.3","0.0","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964860","6.1.2.1.15.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964860","6.1.2.1.15.2.3","-39.9","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964860","6.1.2.1.15.2.3","32.5","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276964860","6.1.2.1.15.2.3","-5.0","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965063","6.1.2.1.22.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965063","6.1.2.1.22.2.3","-40.9","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965063","6.1.2.1.22.2.3","41.6","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276965063","6.1.2.1.22.2.3","3.4","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965225","6.1.2.1.28.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965225","6.1.2.1.28.2.3","-54.1","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965225","6.1.2.1.28.2.3","59.8","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276965225","6.1.2.1.28.2.3","1.6","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965340","6.1.2.1.33.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965340","6.1.2.1.33.2.3","31.8","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965340","6.1.2.1.33.2.3","87.1","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276965340","6.1.2.1.33.2.3","8.6","","","","1"
"2019/2020","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965429","6.1.2.1.36.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965429","6.1.2.1.36.2.3","-25.3","","","","1"
"2021/2022","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965429","6.1.2.1.36.2.3","45.4","","","","1"
"2022/2023","Ontario","2016A000235","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276965429","6.1.2.1.36.2.3","-7.3","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967932","6.2.2.1.1.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967932","6.2.2.1.1.2.3","-37.8","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967932","6.2.2.1.1.2.3","20.9","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276967932","6.2.2.1.1.2.3","-13.7","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968018","6.2.2.1.4.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968018","6.2.2.1.4.2.3","-29.7","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968018","6.2.2.1.4.2.3","20.3","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276968018","6.2.2.1.4.2.3","-13.4","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968238","6.2.2.1.15.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968238","6.2.2.1.15.2.3","-49.9","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968238","6.2.2.1.15.2.3","22.6","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276968238","6.2.2.1.15.2.3","-18.1","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968381","6.2.2.1.22.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968381","6.2.2.1.22.2.3","-56.2","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968381","6.2.2.1.22.2.3","7.8","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276968381","6.2.2.1.22.2.3","-1.1","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968491","6.2.2.1.28.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968491","6.2.2.1.28.2.3","-34.4","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968491","6.2.2.1.28.2.3","13.5","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276968491","6.2.2.1.28.2.3","-13.3","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968566","6.2.2.1.33.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968566","6.2.2.1.33.2.3","42.2","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968566","6.2.2.1.33.2.3","67.5","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1276968566","6.2.2.1.33.2.3","-22.3","","","","1"
"2019/2020","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968612","6.2.2.1.36.2.3","","..","","","1"
"2020/2021","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968612","6.2.2.1.36.2.3","-45.2","","","","1"
"2021/2022","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968612","6.2.2.1.36.2.3","35.4","","","","1"
"2022/2023","Ontario","2016A000235","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1276968612","6.2.2.1.36.2.3","-4.7","","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168972","7.1.2.1.1.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168972","7.1.2.1.1.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168972","7.1.2.1.1.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284168972","7.1.2.1.1.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169062","7.1.2.1.4.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169062","7.1.2.1.4.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169062","7.1.2.1.4.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284169062","7.1.2.1.4.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169392","7.1.2.1.15.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169392","7.1.2.1.15.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169392","7.1.2.1.15.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284169392","7.1.2.1.15.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169602","7.1.2.1.22.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169602","7.1.2.1.22.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169602","7.1.2.1.22.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284169602","7.1.2.1.22.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169782","7.1.2.1.28.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169782","7.1.2.1.28.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169782","7.1.2.1.28.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284169782","7.1.2.1.28.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169932","7.1.2.1.33.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169932","7.1.2.1.33.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169932","7.1.2.1.33.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284169932","7.1.2.1.33.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170022","7.1.2.1.36.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170022","7.1.2.1.36.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170022","7.1.2.1.36.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Adult criminal courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284170022","7.1.2.1.36.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174972","7.2.2.1.1.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174972","7.2.2.1.1.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174972","7.2.2.1.1.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1284174972","7.2.2.1.1.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175062","7.2.2.1.4.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175062","7.2.2.1.4.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175062","7.2.2.1.4.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1284175062","7.2.2.1.4.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175392","7.2.2.1.15.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175392","7.2.2.1.15.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175392","7.2.2.1.15.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1284175392","7.2.2.1.15.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175602","7.2.2.1.22.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175602","7.2.2.1.22.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175602","7.2.2.1.22.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1284175602","7.2.2.1.22.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175782","7.2.2.1.28.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175782","7.2.2.1.28.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175782","7.2.2.1.28.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1284175782","7.2.2.1.28.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175932","7.2.2.1.33.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175932","7.2.2.1.33.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175932","7.2.2.1.33.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Criminal Code traffic","Year to date data","Q3","Percent","239","units","0","v1284175932","7.2.2.1.33.2.3","","..","","","1"
"2019/2020","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176022","7.2.2.1.36.2.3","","..","","","1"
"2020/2021","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176022","7.2.2.1.36.2.3","","..","","","1"
"2021/2022","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176022","7.2.2.1.36.2.3","","..","","","1"
"2022/2023","Manitoba","2016A000246","Youth courts","Total number of charges","Total, sex of accused","Other federal statutes","Year to date data","Q3","Percent","239","units","0","v1284176022","7.2.2.1.36.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970012","8.1.2.1.1.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970012","8.1.2.1.1.2.3","-7.8","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970012","8.1.2.1.1.2.3","9.9","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Total offences","Year to date data","Q3","Percent","239","units","0","v1276970012","8.1.2.1.1.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970102","8.1.2.1.4.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970102","8.1.2.1.4.2.3","-3.2","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970102","8.1.2.1.4.2.3","20.5","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against the person","Year to date data","Q3","Percent","239","units","0","v1276970102","8.1.2.1.4.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970365","8.1.2.1.15.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970365","8.1.2.1.15.2.3","-15.0","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970365","8.1.2.1.15.2.3","-1.7","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Crimes against property","Year to date data","Q3","Percent","239","units","0","v1276970365","8.1.2.1.15.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276970562","8.1.2.1.22.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276970562","8.1.2.1.22.2.3","-12.8","","","","1"
"2021/2022","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276970562","8.1.2.1.22.2.3","1.9","","","","1"
"2022/2023","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Administration of justice","Year to date data","Q3","Percent","239","units","0","v1276970562","8.1.2.1.22.2.3","","..","","","1"
"2019/2020","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276970715","8.1.2.1.28.2.3","","..","","","1"
"2020/2021","Saskatchewan","2016A000247","Adult criminal courts","Total number of charges","Total, sex of accused","Other Criminal Code","Year to date data","Q3","Percent","239","units","0","v1276970715","8.1.2.1.28.2.3","12.2","","","","1"
